# ----------------------------------------
# Google 自然搜索流量: 着陆页 + 查询字符串
# 账号：hyde数据看板
# 媒体资源：cantonlock
# ----------------------------------------
# 
# 所有用户
# 开始日期：20260624
# 结束日期：20260921
着陆页 + 查询字符串,Google 搜索自然点击次数,Google 搜索自然展示次数,Google 搜索自然点击率,Google 搜索自然平均排名,活跃用户,感兴趣的会话数,感兴趣的会话占比,每位活跃用户的平均互动时长,事件数,关键事件数,广告收入
/products/lock-cylinders/80-snkt-lock-cylinder/,0,0,0,0,1,0,0,0,4,0,0
/products/lock-cylinders/90-bskt-lock-cylinder/,0,0,0,0,1,0,0,0,4,0,0
/products/lock-cylinders/90-sndk-lock-cylinder/,0,0,0,0,1,0,0,0,4,0,0
/products/night-latches-rim-locks/5687-night-latch-and-rim-lock/,0,0,0,0,1,0,0,0,3,0,0
/products/night-latches-rim-locks/5834-night-latch-and-rim-lock/,0,0,0,0,1,0,0,0,4,0,0
/products/panic-exit-devices/306-d-panic-exit-device/,0,0,0,0,1,0,0,0,3,0,0
/products/panic-exit-devices/306-s-panic-exit-device/,0,0,0,0,1,0,0,0,3,0,0
/products/panic-exit-devices/?page=3,0,0,0,0,1,0,0,50,9,0,0
/products/panic-exit-devices/sh01-panic-exit-device/,0,0,0,0,1,0,0,0,4,0,0
/products/stainless-steel-handles/069-stainless-steel-handle/,0,0,0,0,1,0,0,0,3,0,0
/products/stainless-steel-handles/9010e-stainless-steel-handle/,0,0,0,0,1,0,0,0,4,0,0
/products/stainless-steel-handles/9087-ss-stainless-steel-handle/,0,0,0,0,1,0,0,0,3,0,0
/products/stainless-steel-handles/lh1085-ss-stainless-steel-handle/,0,0,0,0,1,0,0,0,4,0,0
/products/stainless-steel-handles/nc013-stainless-steel-handle/,0,0,0,0,1,0,0,0,3,0,0
